listener,condition,isi,delta,f,response
L8,roved,10.0,0.25,2503.0,1.0
L8,roved,10.0,0.0,2991.0,1.0
L8,roved,10.0,-0.5,721.0,0.0
L8,roved,10.0,0.75,733.0,1.0
L8,roved,10.0,1.0,1547.0,1.0
L8,roved,10.0,-0.75,2776.0,0.0
L8,roved,10.0,0.0,1647.0,1.0
L8,roved,10.0,0.25,785.0,1.0
L8,roved,10.0,1.0,1952.0,1.0
L8,roved,10.0,1.0,3214.0,1.0
L8,roved,10.0,-0.5,1010.0,0.0
L8,roved,10.0,-0.25,226.0,0.0
L8,roved,10.0,-0.5,3336.0,0.0
L8,roved,10.0,0.25,604.0,1.0
L8,roved,10.0,0.75,722.0,0.0
L8,roved,10.0,1.0,3376.0,1.0
L8,roved,10.0,-0.25,691.0,0.0
L8,roved,10.0,-0.5,1731.0,0.0
L8,roved,10.0,0.25,1409.0,1.0
L8,roved,10.0,0.25,2694.0,1.0
L8,roved,10.0,-1.0,2869.0,0.0
L8,roved,10.0,1.0,1140.0,1.0
L8,roved,10.0,0.5,2366.0,0.0
L8,roved,10.0,-0.75,359.0,0.0
L8,roved,10.0,0.0,664.0,0.0
L8,roved,10.0,-0.25,2360.0,0.0
L8,roved,10.0,0.0,1469.0,0.0
L8,roved,10.0,-0.25,32.0,0.0
L8,roved,10.0,0.5,145.0,1.0
L8,roved,10.0,0.5,1121.0,0.0
L8,roved,10.0,0.75,469.0,1.0
L8,roved,10.0,0.0,1383.0,0.0
L8,roved,10.0,-0.25,3473.0,0.0
L8,roved,10.0,-1.0,3075.0,0.0
L8,roved,10.0,-1.0,132.0,0.0
L8,roved,5.0,-1.0,2960.0,0.0
L8,roved,5.0,-1.0,765.0,0.0
L8,roved,5.0,0.25,187.0,1.0
L8,roved,5.0,-0.5,266.0,0.0
L8,roved,5.0,0.5,797.0,1.0
L8,roved,5.0,-0.25,3042.0,1.0
L8,roved,5.0,0.5,903.0,1.0
L8,roved,5.0,-0.5,2562.0,0.0
L8,roved,5.0,0.75,1400.0,1.0
L8,roved,5.0,-0.5,2786.0,0.0
L8,roved,5.0,0.75,1820.0,1.0
L8,roved,5.0,-0.75,1380.0,0.0
L8,roved,5.0,-1.0,1448.0,0.0
L8,roved,5.0,-0.5,1420.0,0.0
L8,roved,5.0,0.0,2298.0,0.0
L8,roved,5.0,-1.0,1266.0,0.0
L8,roved,5.0,0.75,3060.0,1.0
L8,roved,5.0,-0.25,88.0,0.0
L8,roved,5.0,0.0,1268.0,1.0
L8,roved,5.0,1.0,305.0,1.0
L8,roved,5.0,0.5,1961.0,1.0
L8,roved,5.0,0.75,1613.0,1.0
L8,roved,5.0,-0.5,1650.0,0.0
L8,roved,5.0,0.5,327.0,1.0
L8,roved,5.0,-0.25,2413.0,0.0
L8,roved,5.0,1.0,1219.0,1.0
L8,roved,5.0,1.0,2636.0,1.0
L8,roved,5.0,-0.75,901.0,0.0
L8,roved,5.0,-0.25,1842.0,0.0
L8,roved,5.0,1.0,2365.0,1.0
L8,roved,5.0,0.0,2542.0,0.0
L8,roved,5.0,0.0,284.0,0.0
L8,roved,5.0,0.25,2660.0,1.0
L8,roved,5.0,0.5,3344.0,1.0
L8,roved,5.0,-0.75,1894.0,0.0
L8,roved,5.0,-1.0,3303.0,0.0
L8,roved,5.0,0.75,1031.0,1.0
L8,roved,5.0,-0.75,3445.0,0.0
L8,roved,5.0,1.0,913.0,1.0
L8,roved,5.0,0.25,3041.0,0.0
L8,roved,5.0,0.25,24.0,0.0
L8,roved,5.0,-0.75,3369.0,0.0
L8,roved,5.0,-0.25,2074.0,0.0
L8,roved,5.0,0.25,2168.0,1.0
L8,roved,5.0,0.0,1496.0,0.0
L8,roved,2.0,1.0,1479.0,1.0
L8,roved,2.0,-0.25,2010.0,0.0
L8,roved,2.0,-1.0,1516.0,0.0
L8,roved,2.0,0.5,1675.0,1.0
L8,roved,2.0,-1.0,3322.0,0.0
L8,roved,2.0,0.5,306.0,1.0
L8,roved,2.0,-1.0,415.0,0.0
L8,roved,2.0,0.75,2296.0,1.0
L8,roved,2.0,0.0,3084.0,0.0
L8,roved,2.0,0.75,3474.0,1.0
L8,roved,2.0,1.0,2274.0,1.0
L8,roved,2.0,-0.25,3248.0,0.0
L8,roved,2.0,-0.75,3312.0,0.0
L8,roved,2.0,-0.75,1069.0,0.0
L8,roved,2.0,-0.5,2358.0,0.0
L8,roved,2.0,0.25,2573.0,1.0
L8,roved,2.0,-0.5,2736.0,0.0
L8,roved,2.0,0.0,3528.0,1.0
L8,roved,2.0,-0.25,1250.0,0.0
L8,roved,2.0,0.0,312.0,1.0
L8,roved,2.0,-0.5,580.0,1.0
L8,roved,2.0,-0.25,3529.0,0.0
L8,roved,2.0,-1.0,1678.0,0.0
L8,roved,2.0,0.75,2452.0,1.0
L8,roved,2.0,0.25,2577.0,1.0
L8,roved,2.0,-0.75,2368.0,0.0
L8,roved,2.0,-0.5,2902.0,0.0
L8,roved,2.0,-0.5,2254.0,0.0
L8,roved,2.0,0.0,3155.0,0.0
L8,roved,2.0,0.5,3581.0,1.0
L8,roved,2.0,0.5,2901.0,1.0
L8,roved,2.0,-0.25,2601.0,0.0
L8,roved,2.0,0.75,2776.0,1.0
L8,roved,2.0,1.0,3052.0,1.0
L8,roved,2.0,0.25,1233.0,0.0
L8,roved,2.0,1.0,3289.0,1.0
L8,roved,2.0,1.0,2131.0,1.0
L8,roved,2.0,0.0,1431.0,0.0
L8,roved,2.0,0.25,1181.0,1.0
L8,roved,2.0,-0.75,578.0,0.0
L8,roved,2.0,-1.0,192.0,0.0
L8,roved,2.0,0.25,2217.0,1.0
L8,roved,2.0,0.5,1482.0,1.0
L8,roved,2.0,0.75,1013.0,1.0
L8,roved,2.0,-0.75,103.0,0.0
L8,roved,5.0,0.25,3494.0,1.0
L8,roved,5.0,-1.0,3201.0,0.0
L8,roved,5.0,-0.25,2760.0,0.0
L8,roved,5.0,1.0,1745.0,1.0
L8,roved,5.0,0.75,2762.0,1.0
L8,roved,5.0,-0.75,2094.0,0.0
L8,roved,5.0,-0.75,721.0,0.0
L8,roved,5.0,-1.0,3402.0,0.0
L8,roved,5.0,-0.5,1298.0,0.0
L8,roved,5.0,0.0,363.0,1.0
L8,roved,5.0,0.5,2059.0,1.0
L8,roved,5.0,-0.25,536.0,0.0
L8,roved,5.0,0.25,1126.0,0.0
L8,roved,5.0,0.0,816.0,0.0
L8,roved,5.0,-0.25,1401.0,0.0
L8,roved,5.0,-0.75,1933.0,0.0
L8,roved,5.0,0.75,3484.0,1.0
L8,roved,5.0,-0.5,1556.0,0.0
L8,roved,5.0,0.25,2572.0,0.0
L8,roved,5.0,0.0,740.0,0.0
L8,roved,5.0,0.75,2159.0,1.0
L8,roved,5.0,-0.5,1564.0,0.0
L8,roved,5.0,0.5,2658.0,1.0
L8,roved,5.0,-0.75,3111.0,0.0
L8,roved,5.0,0.0,300.0,0.0
L8,roved,5.0,1.0,2072.0,1.0
L8,roved,5.0,-1.0,1119.0,0.0
L8,roved,5.0,-0.75,1106.0,0.0
L8,roved,5.0,-1.0,1983.0,0.0
L8,roved,5.0,1.0,2502.0,1.0
L8,roved,5.0,0.5,3486.0,1.0
L8,roved,5.0,-1.0,1943.0,0.0
L8,roved,5.0,0.75,3238.0,1.0
L8,roved,5.0,0.75,2360.0,1.0
L8,roved,5.0,0.25,2175.0,1.0
L8,roved,5.0,0.5,479.0,1.0
L8,roved,5.0,-0.5,2870.0,0.0
L8,roved,5.0,-0.25,1385.0,0.0
L8,roved,5.0,1.0,2078.0,1.0
L8,roved,5.0,0.0,2604.0,0.0
L8,roved,5.0,-0.25,3519.0,0.0
L8,roved,5.0,1.0,171.0,1.0
L8,roved,5.0,0.5,695.0,1.0
L8,roved,5.0,-0.5,1894.0,0.0
L8,roved,5.0,0.25,3255.0,1.0
L8,roved,2.0,0.25,1568.0,1.0
L8,roved,2.0,-0.5,2992.0,0.0
L8,roved,2.0,-0.75,588.0,0.0
L8,roved,2.0,0.25,1837.0,1.0
L8,roved,2.0,-1.0,1956.0,0.0
L8,roved,2.0,-0.25,1257.0,0.0
L8,roved,2.0,-0.75,2674.0,0.0
L8,roved,2.0,-0.5,3227.0,0.0
L8,roved,2.0,-1.0,2130.0,0.0
L8,roved,2.0,-0.5,3142.0,0.0
L8,roved,2.0,-0.25,511.0,0.0
L8,roved,2.0,-0.75,50.0,0.0
L8,roved,2.0,-1.0,1431.0,0.0
L8,roved,2.0,-1.0,2965.0,0.0
L8,roved,2.0,0.5,3003.0,1.0
L8,roved,2.0,0.75,2785.0,1.0
L8,roved,2.0,-0.75,795.0,0.0
L8,roved,2.0,-1.0,286.0,0.0
L8,roved,2.0,-0.25,2874.0,0.0
L8,roved,2.0,0.5,736.0,1.0
L8,roved,2.0,0.75,1214.0,1.0
L8,roved,2.0,-0.25,2942.0,0.0
L8,roved,2.0,0.25,685.0,1.0
L8,roved,2.0,0.75,555.0,1.0
L8,roved,2.0,0.75,171.0,1.0
L8,roved,2.0,0.0,1019.0,1.0
L8,roved,2.0,-0.25,169.0,0.0
L8,roved,2.0,0.0,2544.0,0.0
L8,roved,2.0,0.75,2495.0,1.0
L8,roved,2.0,1.0,1299.0,1.0
L8,roved,2.0,0.0,1326.0,1.0
L8,roved,2.0,-0.75,1760.0,0.0
L8,roved,2.0,1.0,1109.0,1.0
L8,roved,2.0,0.5,774.0,1.0
L8,roved,2.0,0.5,1607.0,1.0
L8,roved,2.0,0.25,1138.0,1.0
L8,roved,2.0,0.0,1596.0,0.0
L8,roved,2.0,0.0,1844.0,1.0
L8,roved,2.0,1.0,2189.0,1.0
L8,roved,2.0,0.25,345.0,0.0
L8,roved,2.0,1.0,2922.0,1.0
L8,roved,2.0,0.5,63.0,1.0
L8,roved,2.0,-0.5,1910.0,0.0
L8,roved,2.0,-0.5,1703.0,0.0
L8,roved,2.0,1.0,1897.0,1.0
L8,roved,10.0,-0.75,1199.0,0.0
L8,roved,10.0,-0.5,2215.0,0.0
L8,roved,10.0,1.0,454.0,1.0
L8,roved,10.0,0.75,3591.0,1.0
L8,roved,10.0,0.25,901.0,1.0
L8,roved,10.0,0.25,2427.0,1.0
L8,roved,10.0,0.75,2024.0,1.0
L8,roved,10.0,-1.0,1140.0,1.0
L8,roved,10.0,-0.75,730.0,0.0
L8,roved,10.0,0.5,3075.0,0.0
L8,roved,10.0,1.0,912.0,1.0
L8,roved,10.0,-0.25,502.0,0.0
L8,roved,10.0,0.25,2035.0,0.0
L8,roved,10.0,0.5,2854.0,1.0
L8,roved,10.0,0.75,115.0,1.0
L8,roved,10.0,-1.0,2490.0,0.0
L8,roved,10.0,1.0,1012.0,1.0
L8,roved,10.0,-0.75,1449.0,0.0
L8,roved,10.0,0.0,2106.0,0.0
L8,roved,10.0,1.0,2596.0,1.0
L8,roved,10.0,-0.75,1168.0,0.0
L8,roved,10.0,0.25,2015.0,0.0
L8,roved,10.0,-0.5,1386.0,0.0
L8,roved,10.0,0.75,1865.0,1.0
L8,roved,10.0,-0.25,1538.0,1.0
L8,roved,10.0,0.0,2233.0,1.0
L8,roved,10.0,-0.5,753.0,0.0
L8,roved,10.0,0.5,20.0,1.0
L8,roved,10.0,-0.25,3037.0,0.0
L8,roved,10.0,0.5,131.0,1.0
L8,roved,10.0,-0.25,1707.0,0.0
L8,roved,10.0,1.0,2704.0,1.0
L8,roved,10.0,0.5,3520.0,1.0
L8,roved,10.0,-1.0,2290.0,0.0
L8,roved,10.0,-0.5,1431.0,0.0
L8,roved,10.0,0.0,1371.0,0.0
L8,roved,10.0,-0.25,426.0,0.0
L8,roved,10.0,-0.5,663.0,0.0
L8,roved,10.0,0.0,204.0,0.0
L8,roved,10.0,-1.0,1569.0,0.0
L8,roved,10.0,-0.75,3386.0,0.0
L8,roved,10.0,0.25,2490.0,1.0
L8,roved,10.0,0.75,3514.0,1.0
L8,roved,10.0,0.0,1189.0,0.0
L8,roved,10.0,-1.0,2386.0,0.0
L8,roved,10.0,0.0,56.0,1.0
L8,roved,10.0,0.0,420.0,1.0
L8,roved,10.0,0.5,1970.0,1.0
L8,roved,10.0,0.5,135.0,1.0
L8,roved,10.0,0.5,129.0,1.0
L8,roved,10.0,-1.0,2449.0,0.0
L8,roved,10.0,0.75,2130.0,1.0
L8,roved,10.0,-0.75,694.0,0.0
L8,roved,10.0,0.25,1341.0,0.0
L8,roved,10.0,-0.75,1642.0,0.0
L8,roved,10.0,-0.25,125.0,0.0
L8,roved,10.0,-0.75,3075.0,0.0
L8,roved,10.0,-0.25,1654.0,0.0
L8,roved,10.0,-0.5,1547.0,0.0
L8,roved,10.0,-1.0,1135.0,0.0
L8,roved,10.0,0.0,3092.0,0.0
L8,roved,10.0,0.75,1167.0,1.0
L8,roved,10.0,1.0,1629.0,1.0
L8,roved,10.0,-0.25,2298.0,0.0
L8,roved,10.0,-0.5,2937.0,0.0
L8,roved,10.0,-1.0,211.0,0.0
L8,roved,10.0,-0.5,3517.0,0.0
L8,roved,10.0,1.0,2432.0,1.0
L8,roved,10.0,0.25,2888.0,1.0
L8,roved,10.0,0.75,229.0,1.0
L8,roved,10.0,1.0,2099.0,1.0
L8,roved,10.0,-0.75,752.0,0.0
L8,roved,10.0,0.0,395.0,1.0
L8,roved,10.0,0.75,2950.0,1.0
L8,roved,10.0,0.75,854.0,1.0
L8,roved,10.0,0.0,3134.0,0.0
L8,roved,10.0,-0.5,69.0,0.0
L8,roved,10.0,1.0,3106.0,1.0
L8,roved,10.0,0.25,1762.0,1.0
L8,roved,10.0,-0.25,441.0,0.0
L8,roved,10.0,0.5,350.0,1.0
L8,roved,10.0,0.5,2115.0,1.0
L8,roved,10.0,-1.0,1487.0,0.0
L8,roved,10.0,0.25,353.0,0.0
L8,roved,10.0,-1.0,674.0,0.0
L8,roved,10.0,-0.5,3182.0,0.0
L8,roved,10.0,0.25,3471.0,1.0
L8,roved,10.0,-0.25,1265.0,0.0
L8,roved,10.0,-0.75,3557.0,0.0
L8,roved,10.0,1.0,2546.0,1.0
L8,roved,5.0,0.75,3573.0,1.0
L8,roved,5.0,-0.75,2416.0,0.0
L8,roved,5.0,1.0,2683.0,1.0
L8,roved,5.0,0.75,1939.0,1.0
L8,roved,5.0,0.0,1325.0,0.0
L8,roved,5.0,0.5,3460.0,1.0
L8,roved,5.0,-1.0,1558.0,0.0
L8,roved,5.0,-1.0,1750.0,0.0
L8,roved,5.0,0.0,3176.0,0.0
L8,roved,5.0,1.0,88.0,1.0
L8,roved,5.0,-1.0,3193.0,0.0
L8,roved,5.0,0.75,3509.0,1.0
L8,roved,5.0,-0.75,1859.0,0.0
L8,roved,5.0,-1.0,596.0,0.0
L8,roved,5.0,0.5,79.0,1.0
L8,roved,5.0,0.25,1039.0,0.0
L8,roved,5.0,-0.25,3135.0,0.0
L8,roved,5.0,-0.5,3305.0,0.0
L8,roved,5.0,0.5,1792.0,1.0
L8,roved,5.0,0.0,916.0,0.0
L8,roved,5.0,-0.75,128.0,0.0
L8,roved,5.0,-0.25,519.0,0.0
L8,roved,5.0,-0.25,1082.0,0.0
L8,roved,5.0,0.75,712.0,1.0
L8,roved,5.0,-0.75,207.0,0.0
L8,roved,5.0,0.5,2634.0,1.0
L8,roved,5.0,-0.25,1083.0,0.0
L8,roved,5.0,0.0,2526.0,0.0
L8,roved,5.0,1.0,3099.0,1.0
L8,roved,5.0,0.25,1688.0,0.0
L8,roved,5.0,-0.5,3303.0,0.0
L8,roved,5.0,0.25,2682.0,1.0
L8,roved,5.0,-0.25,1364.0,0.0
L8,roved,5.0,-0.5,2496.0,0.0
L8,roved,5.0,0.75,672.0,1.0
L8,roved,5.0,0.5,506.0,1.0
L8,roved,5.0,0.25,2325.0,0.0
L8,roved,5.0,-0.5,1570.0,0.0
L8,roved,5.0,0.0,399.0,1.0
L8,roved,5.0,1.0,1628.0,1.0
L8,roved,5.0,-0.75,1503.0,0.0
L8,roved,5.0,1.0,539.0,1.0
L8,roved,5.0,0.25,2119.0,1.0
L8,roved,5.0,-1.0,488.0,0.0
L8,roved,5.0,-0.5,2342.0,0.0
L8,roved,10.0,1.0,3572.0,1.0
L8,roved,10.0,-0.75,1096.0,0.0
L8,roved,10.0,-0.25,3548.0,0.0
L8,roved,10.0,0.75,396.0,1.0
L8,roved,10.0,0.25,1442.0,0.0
L8,roved,10.0,0.75,205.0,1.0
L8,roved,10.0,1.0,448.0,1.0
L8,roved,10.0,0.5,2181.0,1.0
L8,roved,10.0,-0.5,1165.0,1.0
L8,roved,10.0,0.25,2716.0,1.0
L8,roved,10.0,-0.5,1378.0,0.0
L8,roved,10.0,0.75,2845.0,1.0
L8,roved,10.0,0.5,1037.0,1.0
L8,roved,10.0,0.0,239.0,0.0
L8,roved,10.0,-0.75,2753.0,0.0
L8,roved,10.0,-0.75,210.0,0.0
L8,roved,10.0,0.25,3020.0,1.0
L8,roved,10.0,0.75,3033.0,1.0
L8,roved,10.0,0.5,842.0,1.0
L8,roved,10.0,-1.0,2333.0,0.0
L8,roved,10.0,-0.75,1296.0,0.0
L8,roved,10.0,-0.75,1466.0,0.0
L8,roved,10.0,-1.0,2799.0,0.0
L8,roved,10.0,-0.5,256.0,0.0
L8,roved,10.0,0.0,3468.0,1.0
L8,roved,10.0,1.0,2008.0,1.0
L8,roved,10.0,0.25,2113.0,1.0
L8,roved,10.0,-1.0,2341.0,0.0
L8,roved,10.0,-0.25,2299.0,0.0
L8,roved,10.0,-0.5,1405.0,0.0
L8,roved,10.0,-0.25,1174.0,0.0
L8,roved,10.0,-0.25,3108.0,0.0
L8,roved,10.0,-1.0,3360.0,0.0
L8,roved,10.0,-0.5,2243.0,0.0
L8,roved,10.0,0.0,188.0,0.0
L8,roved,10.0,-0.25,1677.0,0.0
L8,roved,10.0,0.75,1287.0,1.0
L8,roved,10.0,0.5,1380.0,1.0
L8,roved,10.0,1.0,2678.0,1.0
L8,roved,10.0,1.0,129.0,1.0
L8,roved,10.0,0.25,524.0,1.0
L8,roved,10.0,0.0,2137.0,0.0
L8,roved,10.0,-1.0,488.0,0.0
L8,roved,10.0,0.5,1330.0,1.0
L8,roved,10.0,0.0,649.0,1.0
L8,roved,2.0,1.0,2229.0,1.0
L8,roved,2.0,0.25,1099.0,1.0
L8,roved,2.0,0.25,644.0,1.0
L8,roved,2.0,-0.5,3003.0,0.0
L8,roved,2.0,-1.0,222.0,0.0
L8,roved,2.0,0.0,2542.0,1.0
L8,roved,2.0,-1.0,2497.0,0.0
L8,roved,2.0,0.5,1807.0,1.0
L8,roved,2.0,-0.25,306.0,0.0
L8,roved,2.0,0.75,1994.0,1.0
L8,roved,2.0,0.75,2114.0,1.0
L8,roved,2.0,0.5,3395.0,1.0
L8,roved,2.0,1.0,3287.0,1.0
L8,roved,2.0,-0.25,3076.0,0.0
L8,roved,2.0,0.25,1866.0,1.0
L8,roved,2.0,0.0,875.0,0.0
L8,roved,2.0,-1.0,2810.0,0.0
L8,roved,2.0,0.5,3365.0,1.0
L8,roved,2.0,0.75,2087.0,1.0
L8,roved,2.0,-0.75,2091.0,0.0
L8,roved,2.0,0.75,3224.0,1.0
L8,roved,2.0,-0.25,3360.0,0.0
L8,roved,2.0,-0.5,341.0,0.0
L8,roved,2.0,-1.0,1495.0,0.0
L8,roved,2.0,0.25,918.0,1.0
L8,roved,2.0,-1.0,3582.0,0.0
L8,roved,2.0,-0.5,2299.0,0.0
L8,roved,2.0,0.0,1615.0,1.0
L8,roved,2.0,-0.5,3571.0,0.0
L8,roved,2.0,1.0,2837.0,1.0
L8,roved,2.0,0.75,690.0,1.0
L8,roved,2.0,-0.75,3532.0,0.0
L8,roved,2.0,0.5,3435.0,1.0
L8,roved,2.0,1.0,1763.0,1.0
L8,roved,2.0,0.0,3364.0,0.0
L8,roved,2.0,-0.75,702.0,0.0
L8,roved,2.0,1.0,2912.0,1.0
L8,roved,2.0,-0.75,3155.0,0.0
L8,roved,2.0,-0.25,3065.0,0.0
L8,roved,2.0,0.5,978.0,1.0
L8,roved,2.0,-0.5,3224.0,0.0
L8,roved,2.0,0.0,1500.0,1.0
L8,roved,2.0,-0.75,1150.0,0.0
L8,roved,2.0,-0.25,1593.0,1.0
L8,roved,2.0,0.25,3179.0,1.0
L8,roved,5.0,-1.0,1946.0,0.0
L8,roved,5.0,0.0,3060.0,1.0
L8,roved,5.0,0.0,3514.0,0.0
L8,roved,5.0,-0.5,257.0,0.0
L8,roved,5.0,-0.25,2567.0,0.0
L8,roved,5.0,-0.75,1055.0,0.0
L8,roved,5.0,0.75,1559.0,1.0
L8,roved,5.0,1.0,2423.0,1.0
L8,roved,5.0,0.25,2246.0,1.0
L8,roved,5.0,0.5,1925.0,1.0
L8,roved,5.0,-0.75,1790.0,0.0
L8,roved,5.0,1.0,1883.0,1.0
L8,roved,5.0,1.0,3194.0,1.0
L8,roved,5.0,0.75,811.0,1.0
L8,roved,5.0,-1.0,1428.0,0.0
L8,roved,5.0,0.0,1639.0,1.0
L8,roved,5.0,-0.5,3506.0,0.0
L8,roved,5.0,-0.25,982.0,0.0
L8,roved,5.0,0.75,2213.0,1.0
L8,roved,5.0,0.25,332.0,1.0
L8,roved,5.0,0.5,2801.0,1.0
L8,roved,5.0,-0.75,1140.0,0.0
L8,roved,5.0,-0.5,2791.0,0.0
L8,roved,5.0,1.0,25.0,1.0
L8,roved,5.0,0.5,1196.0,1.0
L8,roved,5.0,0.75,3512.0,1.0
L8,roved,5.0,-0.25,886.0,0.0
L8,roved,5.0,0.25,2741.0,1.0
L8,roved,5.0,-1.0,1225.0,0.0
L8,roved,5.0,-1.0,1559.0,0.0
L8,roved,5.0,-0.25,3425.0,0.0
L8,roved,5.0,0.75,1605.0,1.0
L8,roved,5.0,-1.0,1299.0,0.0
L8,roved,5.0,0.5,2078.0,1.0
L8,roved,5.0,0.25,426.0,1.0
L8,roved,5.0,0.25,2769.0,1.0
L8,roved,5.0,-0.75,2913.0,0.0
L8,roved,5.0,1.0,1642.0,0.0
L8,roved,5.0,0.0,2107.0,0.0
L8,roved,5.0,-0.5,1307.0,0.0
L8,roved,5.0,0.5,2811.0,1.0
L8,roved,5.0,-0.25,1210.0,0.0
L8,roved,5.0,-0.5,1797.0,0.0
L8,roved,5.0,-0.75,408.0,0.0
L8,roved,5.0,0.0,2343.0,0.0
L8,roved,5.0,-0.75,1506.0,0.0
L8,roved,5.0,-0.25,920.0,0.0
L8,roved,5.0,-1.0,3479.0,0.0
L8,roved,5.0,1.0,187.0,1.0
L8,roved,5.0,-0.75,3259.0,0.0
L8,roved,5.0,-1.0,241.0,0.0
L8,roved,5.0,0.25,1140.0,1.0
L8,roved,5.0,-1.0,2560.0,0.0
L8,roved,5.0,1.0,328.0,1.0
L8,roved,5.0,1.0,479.0,1.0
L8,roved,5.0,-0.5,884.0,0.0
L8,roved,5.0,-0.5,1639.0,0.0
L8,roved,5.0,-0.25,2801.0,0.0
L8,roved,5.0,0.5,2855.0,1.0
L8,roved,5.0,0.0,3519.0,1.0
L8,roved,5.0,-0.5,3154.0,0.0
L8,roved,5.0,0.25,3210.0,1.0
L8,roved,5.0,-0.75,2891.0,0.0
L8,roved,5.0,-0.75,2314.0,0.0
L8,roved,5.0,0.5,595.0,1.0
L8,roved,5.0,0.0,2449.0,1.0
L8,roved,5.0,0.25,2277.0,0.0
L8,roved,5.0,-0.75,3248.0,0.0
L8,roved,5.0,-0.25,2378.0,0.0
L8,roved,5.0,0.75,3013.0,1.0
L8,roved,5.0,0.75,1009.0,1.0
L8,roved,5.0,0.25,219.0,0.0
L8,roved,5.0,-0.5,842.0,0.0
L8,roved,5.0,-1.0,891.0,0.0
L8,roved,5.0,1.0,2783.0,1.0
L8,roved,5.0,0.0,2614.0,0.0
L8,roved,5.0,0.25,843.0,1.0
L8,roved,5.0,0.5,1038.0,1.0
L8,roved,5.0,0.5,928.0,1.0
L8,roved,5.0,0.75,210.0,1.0
L8,roved,5.0,-0.25,1053.0,0.0
L8,roved,5.0,0.0,2427.0,1.0
L8,roved,5.0,0.75,286.0,1.0
L8,roved,5.0,-0.5,2912.0,0.0
L8,roved,5.0,-0.25,1856.0,0.0
L8,roved,5.0,1.0,3404.0,1.0
L8,roved,5.0,0.0,3304.0,1.0
L8,roved,5.0,-1.0,1572.0,0.0
L8,roved,5.0,0.75,2964.0,1.0
L8,roved,5.0,0.5,2932.0,0.0
L8,roved,2.0,-0.25,1324.0,0.0
L8,roved,2.0,0.0,2573.0,0.0
L8,roved,2.0,-0.75,438.0,0.0
L8,roved,2.0,-0.5,1946.0,0.0
L8,roved,2.0,0.5,12.0,1.0
L8,roved,2.0,-0.25,1458.0,0.0
L8,roved,2.0,0.75,3564.0,1.0
L8,roved,2.0,0.5,678.0,1.0
L8,roved,2.0,-0.75,483.0,0.0
L8,roved,2.0,0.75,1016.0,1.0
L8,roved,2.0,0.25,3092.0,0.0
L8,roved,2.0,-0.25,963.0,0.0
L8,roved,2.0,0.0,3225.0,1.0
L8,roved,2.0,0.5,1062.0,1.0
L8,roved,2.0,-0.5,1447.0,0.0
L8,roved,2.0,1.0,2192.0,1.0
L8,roved,2.0,-1.0,560.0,0.0
L8,roved,2.0,-0.5,1545.0,0.0
L8,roved,2.0,-0.25,3490.0,0.0
L8,roved,2.0,0.5,3566.0,1.0
L8,roved,2.0,0.25,1293.0,1.0
L8,roved,2.0,0.0,177.0,0.0
L8,roved,2.0,-1.0,3041.0,0.0
L8,roved,2.0,1.0,1005.0,1.0
L8,roved,2.0,0.0,2438.0,1.0
L8,roved,2.0,0.25,3116.0,1.0
L8,roved,2.0,-1.0,1884.0,0.0
L8,roved,2.0,-1.0,1529.0,0.0
L8,roved,2.0,0.25,1654.0,1.0
L8,roved,2.0,-0.25,2516.0,0.0
L8,roved,2.0,-0.75,734.0,0.0
L8,roved,2.0,1.0,1441.0,1.0
L8,roved,2.0,-1.0,2390.0,0.0
L8,roved,2.0,1.0,3512.0,1.0
L8,roved,2.0,0.5,362.0,1.0
L8,roved,2.0,0.0,794.0,1.0
L8,roved,2.0,-0.75,1037.0,0.0
L8,roved,2.0,0.75,2543.0,1.0
L8,roved,2.0,-0.75,294.0,0.0
L8,roved,2.0,0.75,2296.0,1.0
L8,roved,2.0,-0.5,2700.0,0.0
L8,roved,2.0,1.0,3457.0,1.0
L8,roved,2.0,-0.5,438.0,0.0
L8,roved,2.0,0.25,3420.0,1.0
L8,roved,2.0,0.75,1194.0,1.0
L8,roved,5.0,0.75,2979.0,1.0
L8,roved,5.0,-0.25,1348.0,0.0
L8,roved,5.0,1.0,750.0,1.0
L8,roved,5.0,-0.5,2202.0,0.0
L8,roved,5.0,-1.0,2516.0,0.0
L8,roved,5.0,-0.75,1491.0,0.0
L8,roved,5.0,0.0,2312.0,0.0
L8,roved,5.0,1.0,1529.0,1.0
L8,roved,5.0,1.0,356.0,1.0
L8,roved,5.0,0.25,2950.0,1.0
L8,roved,5.0,0.5,2625.0,1.0
L8,roved,5.0,0.5,951.0,1.0
L8,roved,5.0,0.75,1987.0,1.0
L8,roved,5.0,-0.5,1450.0,0.0
L8,roved,5.0,-0.75,2348.0,0.0
L8,roved,5.0,0.5,1833.0,1.0
L8,roved,5.0,0.25,546.0,1.0
L8,roved,5.0,-0.5,4.0,0.0
L8,roved,5.0,0.5,2266.0,1.0
L8,roved,5.0,-0.25,3027.0,0.0
L8,roved,5.0,-1.0,657.0,0.0
L8,roved,5.0,-1.0,633.0,0.0
L8,roved,5.0,0.5,2806.0,1.0
L8,roved,5.0,-1.0,2837.0,0.0
L8,roved,5.0,-0.75,994.0,0.0
L8,roved,5.0,-1.0,3366.0,0.0
L8,roved,5.0,-0.75,3304.0,0.0
L8,roved,5.0,-0.5,1406.0,0.0
