listener,condition,isi,delta,trials,num,prop,a,b,l,s,d,ppc_lo,ppc_hi,pro_pp_errors
L2,roved,10.0,0.25,40.0,31.0,0.775,0.44505843766986475,0.0235705861224267,0.07069772531190957,0.0567309749035207,0.009911529001903662,0.575,0.875,0.0672175
L2,roved,10.0,0.5,40.0,38.0,0.95,0.44505843766986475,0.0235705861224267,0.07069772531190957,0.0567309749035207,0.009911529001903662,0.775,0.975,0.0637575
L2,roved,10.0,0.75,40.0,37.0,0.925,0.44505843766986475,0.0235705861224267,0.07069772531190957,0.0567309749035207,0.009911529001903662,0.875,1.0,0.034452500000000004
L2,roved,10.0,1.0,40.0,37.0,0.925,0.44505843766986475,0.0235705861224267,0.07069772531190957,0.0567309749035207,0.009911529001903662,0.875,1.0,0.0396875
L3,fixed,2.0,-1.0,40.0,1.0,0.025,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.125,0.028202500000000002
L3,fixed,2.0,-0.75,40.0,4.0,0.1,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.125,0.0579775
L3,fixed,2.0,-0.5,40.0,2.0,0.05,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.15,0.0284675
L3,fixed,2.0,-0.25,40.0,7.0,0.175,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.075,0.325,0.05486
L3,fixed,2.0,0.0,40.0,24.0,0.6,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.475,0.775,0.06804
L3,fixed,2.0,0.25,40.0,37.0,0.925,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.85,1.0,0.03522
L3,fixed,2.0,0.5,40.0,39.0,0.975,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.01858
L3,fixed,2.0,0.75,40.0,39.0,0.975,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.0190025
L3,fixed,2.0,1.0,40.0,40.0,1.0,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.009080000000000001
L3,fixed,5.0,-1.0,40.0,3.0,0.075,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.125,0.0378375
L3,fixed,5.0,-0.75,40.0,3.0,0.075,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.125,0.038195
L3,fixed,5.0,-0.5,40.0,1.0,0.025,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.15,0.0371025
L3,fixed,5.0,-0.25,40.0,11.0,0.275,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.075,0.325,0.0878
L3,fixed,5.0,0.0,40.0,23.0,0.575,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.475,0.775,0.07681750000000001
L3,fixed,5.0,0.25,40.0,39.0,0.975,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.85,1.0,0.0436025
L3,fixed,5.0,0.5,40.0,39.0,0.975,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.0182325
L3,fixed,5.0,0.75,40.0,40.0,1.0,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.009089999999999999
L3,fixed,5.0,1.0,40.0,40.0,1.0,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.009035
L3,fixed,10.0,-1.0,40.0,0.0,0.0,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.125,0.04471
L3,fixed,10.0,-0.75,40.0,1.0,0.025,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.125,0.02887
L3,fixed,10.0,-0.5,40.0,0.0,0.0,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.0,0.15,0.058640000000000005
L3,fixed,10.0,-0.25,40.0,7.0,0.175,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.075,0.35,0.05747
L3,fixed,10.0,0.0,40.0,26.0,0.65,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.45,0.775,0.0671775
L3,fixed,10.0,0.25,40.0,35.0,0.875,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.825,1.0,0.06135500000000001
L3,fixed,10.0,0.5,40.0,40.0,1.0,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.0119425
L3,fixed,10.0,0.75,40.0,39.0,0.975,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.0189775
L3,fixed,10.0,1.0,40.0,40.0,1.0,0.839365715953671,-0.05632574048748147,0.05293235162778829,0.13278036549584268,0.0004344342472199231,0.95,1.0,0.0085275
L3,roved,2.0,-1.0,40.0,2.0,0.05,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.0,0.15,0.032145
L3,roved,2.0,-0.75,40.0,3.0,0.075,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.0,0.15,0.0337825
L3,roved,2.0,-0.5,40.0,1.0,0.025,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.0,0.175,0.048659999999999995
L3,roved,2.0,-0.25,40.0,5.0,0.125,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.075,0.325,0.07377500000000001
L3,roved,2.0,0.0,40.0,28.0,0.7,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.5,0.8,0.0743475
L3,roved,2.0,0.25,40.0,39.0,0.975,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.875,1.0,0.0338525
L3,roved,2.0,0.5,40.0,40.0,1.0,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.925,1.0,0.020569999999999998
L3,roved,2.0,0.75,40.0,39.0,0.975,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.925,1.0,0.0182025
L3,roved,2.0,1.0,40.0,40.0,1.0,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.925,1.0,0.0201425
L3,roved,5.0,-1.0,40.0,7.0,0.175,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.0,0.15,0.11049500000000001
L3,roved,5.0,-0.75,40.0,3.0,0.075,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.0,0.15,0.033555
L3,roved,5.0,-0.5,40.0,3.0,0.075,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.025,0.2,0.039445
L3,roved,5.0,-0.25,40.0,7.0,0.175,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.125,0.4,0.0911975
L3,roved,5.0,0.0,40.0,29.0,0.725,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.45,0.775,0.11132249999999999
L3,roved,5.0,0.25,40.0,37.0,0.925,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.775,0.975,0.046105
L3,roved,5.0,0.5,40.0,39.0,0.975,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.9,1.0,0.019905
L3,roved,5.0,0.75,40.0,40.0,1.0,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.925,1.0,0.0203975
L3,roved,5.0,1.0,40.0,39.0,0.975,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.925,1.0,0.017822499999999998
L3,roved,10.0,-1.0,40.0,1.0,0.025,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.0,0.15,0.0448925
L3,roved,10.0,-0.75,40.0,5.0,0.125,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.0,0.175,0.05313
L3,roved,10.0,-0.5,40.0,10.0,0.25,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.05,0.275,0.1098725
L3,roved,10.0,-0.25,40.0,12.0,0.3,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.175,0.475,0.06199
L3,roved,10.0,0.0,40.0,22.0,0.55,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.45,0.75,0.07307749999999999
L3,roved,10.0,0.25,40.0,35.0,0.875,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.7,0.95,0.0588925
L3,roved,10.0,0.5,40.0,37.0,0.925,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.85,1.0,0.0350725
L3,roved,10.0,0.75,40.0,40.0,1.0,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.925,1.0,0.0255075
L3,roved,10.0,1.0,40.0,38.0,0.95,0.7690483640926858,-0.06226750901895666,0.08383949483706389,0.06846569029247607,0.008795967519017504,0.925,1.0,0.033055
L4,fixed,2.0,-1.0,40.0,1.0,0.025,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.075,0.0181125
L4,fixed,2.0,-0.75,40.0,1.0,0.025,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.075,0.017625
L4,fixed,2.0,-0.5,40.0,1.0,0.025,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.075,0.018867500000000002
L4,fixed,2.0,-0.25,40.0,5.0,0.125,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.025,0.225,0.0456375
L4,fixed,2.0,0.0,40.0,15.0,0.375,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.3,0.625,0.1029825
L4,fixed,2.0,0.25,40.0,35.0,0.875,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.75,0.975,0.044585
L4,fixed,2.0,0.5,40.0,40.0,1.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.925,1.0,0.014395
L4,fixed,2.0,0.75,40.0,39.0,0.975,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.975,1.0,0.0209225
L4,fixed,2.0,1.0,40.0,40.0,1.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.975,1.0,0.0047025
L4,fixed,5.0,-1.0,40.0,0.0,0.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.075,0.02078
L4,fixed,5.0,-0.75,40.0,1.0,0.025,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.075,0.017822499999999998
L4,fixed,5.0,-0.5,40.0,0.0,0.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.1,0.027245000000000002
L4,fixed,5.0,-0.25,40.0,8.0,0.2,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.025,0.225,0.09089
L4,fixed,5.0,0.0,40.0,13.0,0.325,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.3,0.625,0.14661249999999998
L4,fixed,5.0,0.25,40.0,36.0,0.9,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.75,0.975,0.052890000000000006
L4,fixed,5.0,0.5,40.0,39.0,0.975,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.925,1.0,0.017849999999999998
L4,fixed,5.0,0.75,40.0,40.0,1.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.975,1.0,0.00515
L4,fixed,5.0,1.0,40.0,40.0,1.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.975,1.0,0.0048224999999999995
L4,fixed,10.0,-1.0,40.0,1.0,0.025,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.075,0.0177425
L4,fixed,10.0,-0.75,40.0,0.0,0.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.075,0.020927499999999998
L4,fixed,10.0,-0.5,40.0,1.0,0.025,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.0,0.1,0.0198075
L4,fixed,10.0,-0.25,40.0,4.0,0.1,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.025,0.25,0.04596
L4,fixed,10.0,0.0,40.0,15.0,0.375,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.3,0.625,0.10454000000000001
L4,fixed,10.0,0.25,40.0,37.0,0.925,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.725,0.95,0.07368749999999999
L4,fixed,10.0,0.5,40.0,38.0,0.95,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.925,1.0,0.0345225
L4,fixed,10.0,0.75,40.0,40.0,1.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.975,1.0,0.00532
L4,fixed,10.0,1.0,40.0,40.0,1.0,0.8230000394279829,0.02102391179033865,0.02481790140470221,0.13849504967461232,0.000692677392784079,0.975,1.0,0.0049025
L4,roved,2.0,-1.0,40.0,1.0,0.025,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.0,0.1,0.0206275
L4,roved,2.0,-0.75,40.0,2.0,0.05,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.0,0.1,0.028605000000000002
L4,roved,2.0,-0.5,40.0,3.0,0.075,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.0,0.1,0.0426075
L4,roved,2.0,-0.25,40.0,4.0,0.1,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.025,0.25,0.046392499999999996
L4,roved,2.0,0.0,40.0,16.0,0.4,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.325,0.65,0.09516250000000001
L4,roved,2.0,0.25,40.0,35.0,0.875,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.75,0.975,0.0446825
L4,roved,2.0,0.5,40.0,40.0,1.0,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.925,1.0,0.019645000000000003
L4,roved,2.0,0.75,40.0,40.0,1.0,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.95,1.0,0.010695
L4,roved,2.0,1.0,40.0,40.0,1.0,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.95,1.0,0.010777499999999999
L4,roved,5.0,-1.0,40.0,1.0,0.025,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.0,0.1,0.020685000000000002
L4,roved,5.0,-0.75,40.0,1.0,0.025,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.0,0.1,0.021957499999999998
L4,roved,5.0,-0.5,40.0,5.0,0.125,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.0,0.15,0.06263250000000001
L4,roved,5.0,-0.25,40.0,9.0,0.225,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.075,0.35,0.0565825
L4,roved,5.0,0.0,40.0,20.0,0.5,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.325,0.65,0.065335
L4,roved,5.0,0.25,40.0,35.0,0.875,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.65,0.9,0.0899075
L4,roved,5.0,0.5,40.0,39.0,0.975,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.85,1.0,0.03661
L4,roved,5.0,0.75,40.0,40.0,1.0,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.925,1.0,0.016605
L4,roved,5.0,1.0,40.0,40.0,1.0,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.95,1.0,0.01117
L4,roved,10.0,-1.0,40.0,1.0,0.025,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.0,0.1,0.0224775
L4,roved,10.0,-0.75,40.0,1.0,0.025,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.0,0.15,0.0364825
L4,roved,10.0,-0.5,40.0,6.0,0.15,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.025,0.25,0.049695
L4,roved,10.0,-0.25,40.0,10.0,0.25,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.125,0.425,0.0601475
L4,roved,10.0,0.0,40.0,24.0,0.6,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.35,0.65,0.11256
L4,roved,10.0,0.25,40.0,33.0,0.825,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.575,0.875,0.10316
L4,roved,10.0,0.5,40.0,37.0,0.925,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.775,0.975,0.051590000000000004
L4,roved,10.0,0.75,40.0,36.0,0.9,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.875,1.0,0.0610175
L4,roved,10.0,1.0,40.0,39.0,0.975,0.7476722781846254,0.015082143258863527,0.04000242947257003,0.07141235936995677,0.01402460300281653,0.925,1.0,0.017882500000000003
L5,fixed,2.0,-1.0,40.0,1.0,0.025,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.075,0.018285000000000003
L5,fixed,2.0,-0.75,40.0,0.0,0.0,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.075,0.022185
L5,fixed,2.0,-0.5,40.0,1.0,0.025,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.075,0.0182175
L5,fixed,2.0,-0.25,40.0,5.0,0.125,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.025,0.225,0.0486525
L5,fixed,2.0,0.0,40.0,28.0,0.7,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.425,0.75,0.11839249999999998
L5,fixed,2.0,0.25,40.0,38.0,0.95,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.85,1.0,0.0330175
L5,fixed,2.0,0.5,40.0,39.0,0.975,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.0210825
L5,fixed,2.0,0.75,40.0,40.0,1.0,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.030459999999999997
L5,fixed,2.0,1.0,40.0,40.0,1.0,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.0308
L5,fixed,5.0,-1.0,40.0,1.0,0.025,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.075,0.018165
L5,fixed,5.0,-0.75,40.0,2.0,0.05,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.075,0.0319625
L5,fixed,5.0,-0.5,40.0,1.0,0.025,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.075,0.01892
L5,fixed,5.0,-0.25,40.0,3.0,0.075,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.025,0.25,0.0572125
L5,fixed,5.0,0.0,40.0,27.0,0.675,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.4,0.75,0.106285
L5,fixed,5.0,0.25,40.0,36.0,0.9,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.825,1.0,0.0423225
L5,fixed,5.0,0.5,40.0,39.0,0.975,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.02117
L5,fixed,5.0,0.75,40.0,39.0,0.975,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.0208125
L5,fixed,5.0,1.0,40.0,37.0,0.925,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.0466625
L5,fixed,10.0,-1.0,40.0,1.0,0.025,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.075,0.018385000000000002
L5,fixed,10.0,-0.75,40.0,1.0,0.025,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.075,0.018224999999999998
L5,fixed,10.0,-0.5,40.0,1.0,0.025,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.0,0.1,0.020795
L5,fixed,10.0,-0.25,40.0,6.0,0.15,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.05,0.275,0.04802
L5,fixed,10.0,0.0,40.0,20.0,0.5,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.4,0.725,0.0878825
L5,fixed,10.0,0.25,40.0,35.0,0.875,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.8,0.975,0.0469725
L5,fixed,10.0,0.5,40.0,37.0,0.925,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.044465
L5,fixed,10.0,0.75,40.0,40.0,1.0,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.030842500000000002
L5,fixed,10.0,1.0,40.0,38.0,0.95,0.415133271204513,-0.037389985146414235,0.051790838407023934,0.0976048002272297,0.0017037608701835343,0.9,1.0,0.0284325
L5,roved,2.0,-1.0,40.0,0.0,0.0,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.0,0.1,0.026885
L5,roved,2.0,-0.75,40.0,0.0,0.0,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.0,0.1,0.03236
L5,roved,2.0,-0.5,40.0,3.0,0.075,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.0,0.175,0.0335325
L5,roved,2.0,-0.25,40.0,5.0,0.125,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.1,0.375,0.11552500000000002
L5,roved,2.0,0.0,40.0,25.0,0.625,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.375,0.7,0.0965425
L5,roved,2.0,0.25,40.0,35.0,0.875,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.675,0.925,0.07529749999999999
L5,roved,2.0,0.5,40.0,38.0,0.95,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.825,1.0,0.0425825
L5,roved,2.0,0.75,40.0,36.0,0.9,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.85,1.0,0.0479825
L5,roved,2.0,1.0,40.0,38.0,0.95,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.85,1.0,0.02942
L5,roved,5.0,-1.0,40.0,1.0,0.025,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.0,0.1,0.024165
L5,roved,5.0,-0.75,40.0,4.0,0.1,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.0,0.175,0.04206
L5,roved,5.0,-0.5,40.0,5.0,0.125,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.05,0.275,0.0521675
L5,roved,5.0,-0.25,40.0,13.0,0.325,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.175,0.475,0.060475
L5,roved,5.0,0.0,40.0,19.0,0.475,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.375,0.675,0.0747425
L5,roved,5.0,0.25,40.0,29.0,0.725,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.575,0.85,0.0574775
L5,roved,5.0,0.5,40.0,32.0,0.8,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.725,0.95,0.063335
L5,roved,5.0,0.75,40.0,37.0,0.925,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.825,1.0,0.0364825
L5,roved,5.0,1.0,40.0,37.0,0.925,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.85,1.0,0.0335125
L5,roved,10.0,-1.0,40.0,4.0,0.1,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.0,0.175,0.0405825
L5,roved,10.0,-0.75,40.0,7.0,0.175,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.025,0.25,0.0571175
L5,roved,10.0,-0.5,40.0,6.0,0.15,0.31144871518453887,-0.04333175367788913,0.08208922612245427,0.05032807372130559,0.03449595737492847,0.1,0.375,0.0860875
